mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_num_leaves,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
4.352928400039673,0.4232417614799461,0.6503129005432129,0.12363899742598769,balanced,0.8,0.05,-1,200,31,0.8,"{'class_weight': 'balanced', 'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': -1, 'n_estimators': 200, 'num_leaves': 31, 'subsample': 0.8}",0.9430386757172708,0.9390744559948278,0.9405282362928759,0.9408804560016581,0.00163743774322216,1
3.67610764503479,0.5572940601177493,0.5025603771209717,0.09464873415204952,balanced,0.8,0.05,6,200,31,0.8,"{'class_weight': 'balanced', 'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'num_leaves': 31, 'subsample': 0.8}",0.9402760371788476,0.937125245490501,0.9390134419403122,0.9388049082032204,0.0012947295227105802,4
1.9888485272725422,0.03226042374251311,0.37645872433980304,0.018307390063340877,balanced,0.8,0.1,-1,200,31,0.8,"{'class_weight': 'balanced', 'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': -1, 'n_estimators': 200, 'num_leaves': 31, 'subsample': 0.8}",0.9416004099113569,0.938800371850699,0.9396430268957374,0.9400146028859311,0.0011729179632152384,3
2.669027407964071,0.4546730827241038,0.4419458707173665,0.052828707445290404,balanced,0.8,0.1,6,200,31,0.8,"{'class_weight': 'balanced', 'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'num_leaves': 31, 'subsample': 0.8}",0.9415947893344823,0.9391563756712838,0.9397370010210156,0.9401627220089273,0.0010399980986775892,2
