mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.23627869288126627,0.006798730195329909,0.012202262878417969,0.002690179644886722,0.1,balanced,l2,lbfgs,"{'C': 0.1, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'lbfgs'}",0.9048104841481583,0.9012534275333375,0.9062604534056555,0.9041081216957171,0.002103578186878257,3
0.2441387176513672,0.007745909890134111,0.01016672452290853,0.000344261971637173,1.0,balanced,l2,lbfgs,"{'C': 1.0, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'lbfgs'}",0.9049055061578559,0.9012488162528045,0.9063273514966128,0.9041605579690911,0.0021391728788808036,2
0.20421282450358072,0.04046267971281821,0.008533716201782227,0.0014889710540817276,10.0,balanced,l2,lbfgs,"{'C': 10.0, 'class_weight': 'balanced', 'penalty': 'l2', 'solver': 'lbfgs'}",0.9049125434534483,0.9012463346801481,0.9063263140296801,0.9041617307210922,0.00214076892217397,1
