mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
12.395645062128702,0.07319959864304645,0.5398701032002767,0.05969310770474916,balanced,10,4,10,200,"{'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.9290235959780447,0.925405111180381,0.927014368027759,0.9271476917287282,0.0014802453545861708,2
16.84887456893921,1.262782836135869,0.7068401177724203,0.20289192004973852,balanced,,4,10,200,"{'class_weight': 'balanced', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.9368281327225058,0.9332746780918767,0.9361023282536483,0.9354017130226769,0.001532950581805462,1
