mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_scale_pos_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.456652800242106,0.482091515832775,0.30454500516255695,0.004396517856724291,0.8,0.05,6,200,1.0,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'scale_pos_weight': 1.0, 'subsample': 0.8}",0.9799754752419468,0.9811934009267707,0.9789218460196624,0.98003024072946,0.0009281666042864092,4
4.3010092576344805,0.6726349797544955,0.4436635176340739,0.012653805606563087,0.8,0.05,8,200,1.0,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 8, 'n_estimators': 200, 'scale_pos_weight': 1.0, 'subsample': 0.8}",0.9844598740808056,0.9858599819854892,0.9832839519697955,0.9845346026786967,0.001052986525062831,3
3.2845804691314697,0.4734944924231613,0.3945302168528239,0.10103352619706381,0.8,0.1,6,200,1.0,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 200, 'scale_pos_weight': 1.0, 'subsample': 0.8}",0.986180378123499,0.9868495146655563,0.9851978434338592,0.9860759120743049,0.0006783260430302491,2
3.792280912399292,0.6536760512548717,0.39884448051452637,0.08846979140979201,0.8,0.1,8,200,1.0,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 200, 'scale_pos_weight': 1.0, 'subsample': 0.8}",0.9886009204872839,0.9890555770395733,0.9877936133136157,0.9884833702801576,0.0005218567171198978,1
